Variable,A,A,A,A,B,B,B,B,C,C,C,C
7842,0.25,0.25,0.25,0.25,0.2977628986187748,0.0,0.7022371013812252,0.0,0.0,0.0,0.7714938983386013,0.2285061016613989
7843,0.3809039044023565,0.3809039044023565,0.06841584362001271,0.16977634757527438,0.0,0.8264165112175874,0.03909933763782747,0.13448415114458495,0.0,0.6429547822443408,0.11767795049568627,0.23936726725997295
7844,0.15757076468277115,0.3803060693231545,0.0,0.4621231659940743,0.19217705080860376,0.6442864432840609,0.16353650590733537,0.0,0.5840175162279747,0.0,0.4159824837720253,0.0
7845,0.0,0.0,0.7900979328488767,0.20990206715112328,0.018184729081076788,0.6386312471768864,0.3431840237420369,0.0,0.0,0.21011316019950885,0.0,0.7898868398004911
7846,0.27552849667555646,0.0,0.0,0.7244715033244435,0.33817002576812316,0.10768781514351157,0.36176687002308905,0.19237528906527618,0.1565794622305791,0.5275774338020366,0.3158431039673844,0.0
7847,0.46602066873146153,0.24892001625610685,0.010270171672784415,0.27478914333964716,0.08871448766466791,0.2402407756804069,0.0,0.6710447366549254,0.13016308973155416,0.5929610078505783,0.2768759024178677,0.0
7848,0.0,0.0,0.827175055537733,0.17282494446226704,0.22477693298679605,0.05713227904418275,0.0,0.7180907879690213,0.12635509609216466,0.19537642413146739,0.678268479776368,0.0
7849,0.0,0.0,1.0,0.0,0.05094365142595563,0.2752081029363059,0.0,0.6738482456377384,0.27802774017368803,0.0,0.19290429908600162,0.5290679607403103
7850,0.9599061087713012,0.0,0.0,0.04009389122869872,0.8223951636010578,0.17760483639894223,0.0,0.0,0.0,0.7065646430725657,0.1407897067500802,0.15264565017735413
7851,0.8295558156035752,0.0,0.0,0.17044418439642478,0.7629882506936705,0.0,0.0,0.23701174930632948,0.7889901494798611,0.0,0.0,0.2110098505201389
7852,0.20174826074034324,0.11864492986065829,0.6796068093989984,0.0,0.0,0.6532581836194957,0.3467418163805043,0.0,0.25,0.25,0.25,0.25
7853,0.0,0.0,1.0,0.0,0.22749525360180392,0.0,0.7725047463981961,0.0,0.0,0.0,0.1595757348947204,0.8404242651052797
7854,0.8646443346009197,0.0,0.0,0.13535566539908042,0.4275743832559208,0.06310553152911948,0.08425956352319158,0.4250605216917682,0.24134629452989312,0.0026324207370878173,0.7560212847330191,0.0
7855,0.6261883372769959,0.24652932241933131,0.0,0.1272823403036729,0.0,0.4994572640828363,0.0,0.5005427359171637,0.2693460385689642,0.24900980532626962,0.48164415610476613,0.0
7856,1.0,0.0,0.0,0.0,0.4418998082193977,0.0,0.25118068493576484,0.3069195068448374,0.13161148944835807,0.0,0.0,0.868388510551642
7857,1.0,0.0,0.0,0.0,0.03512840749091067,0.31107430425676386,0.5260394530716399,0.1277578351806856,0.17245547234191758,0.18435187977227682,0.0,0.6431926478858057
7858,0.8156287848171202,0.06867719951860562,0.0,0.11569401566427409,0.0,0.6515150525939647,0.3484849474060353,0.0,0.3828831142170631,0.3475423674878219,0.26957451829511503,0.0
7859,0.04391992940628153,0.3935713659881147,0.5625087046056038,0.0,0.0,0.30505665100501683,0.20573596312620135,0.48920738586878176,0.25,0.25,0.25,0.25
7860,0.5205672454682148,0.18073536199797466,0.20426298077802396,0.09443441175578662,0.0,0.0,0.5620822815986489,0.4379177184013511,0.28884128421604083,0.36280187841670813,0.23914427074483044,0.10921256662242047
7861,0.0,0.6683482358084897,0.11478304425218655,0.21686871993932383,0.0,0.5390771552920216,0.1417697138809064,0.31915313082707203,0.3674497479133932,0.11204957684598542,0.2307625516350579,0.2897381236055635
7862,0.7129810610316966,0.2470274221917185,0.0,0.039991516776584905,0.5338603112778337,0.0,0.28765253659022655,0.17848715213193972,0.34053166203577334,0.43916654577785663,0.0,0.22030179218637005
7863,0.6049133111352613,0.19301998530262843,0.1848848814708536,0.01718182209125656,0.5076867381289453,0.12614077686242486,0.2211577532663429,0.14501473174228688,0.04440324479005562,0.26278338035257676,0.4470488629676968,0.2457645118896709
7864,0.0,0.597228432750249,0.4027715672497511,0.0,0.46757227082718544,0.0,0.5306990085096716,0.0017287206631430103,0.32872134605099956,0.357559607049739,0.31371904689926144,0.0
7865,0.74291730753307,0.25264757180662795,0.004435120660302019,0.0,0.7166877877445679,0.0,0.2833122122554321,0.0,0.0,0.0,0.5841241651221626,0.4158758348778374
7866,0.6448344862519148,0.0,0.22665695043114922,0.12850856331693594,0.20717193056246475,0.0,0.19597120737255533,0.5968568620649799,0.16702312261586572,0.36562886764457836,0.4673480097395559,0.0
7867,0.37210905734880984,0.2851553399434218,0.34273560270776837,0.0,0.0,0.577467283688737,0.422532716311263,0.0,0.4620180100886963,0.08553268801294694,0.19254317671346924,0.2599061251848876
7868,0.6776743405941075,0.0,0.17412296844285424,0.1482026909630382,0.0,0.5460404466747184,0.1519618798283914,0.3019976734968903,0.829609234643222,0.0,0.07246626764981988,0.0979244977069581
7869,0.44049282077251767,0.09926709681063026,0.20250277394858746,0.2577373084682647,0.18948839694756534,0.0,0.7975899010350649,0.012921702017369663,0.25,0.25,0.25,0.25
7870,0.04329394464658899,0.15274097176302637,0.32308783682497016,0.4808772467654144,0.0,0.0,0.5782596028068259,0.42174039719317413,0.0,0.0,0.5696245549643857,0.43037544503561426
7871,0.043712002458398125,0.7491091893216669,0.10382150709560466,0.10335730112433032,0.16079471479238072,0.47937529479004026,0.08860156446695627,0.2712284259506228,0.0,0.1594350575154667,0.49032434203891906,0.35024060044561417
7872,0.0,0.28919408800459334,0.3777058683931073,0.33310004360229933,0.23138277946953598,0.21479675254611738,0.11619836191467671,0.4376221060696699,0.30570607333066346,0.0,0.2358895900675729,0.4584043366017635
7873,0.6487215661017587,0.35127843389824137,0.0,0.0,0.0,0.5296830711042573,0.0,0.4703169288957427,0.19030014288022137,0.4486667943888288,0.08197594645673309,0.27905711627421664
7874,0.6350310576854781,0.00940426562536507,0.0,0.3555646766891568,0.44678960204043194,0.24551926957943762,0.0,0.3076911283801305,0.25,0.25,0.25,0.25
7875,0.9920770703453631,0.0,0.0,0.00792292965463687,0.0,0.592145508957554,0.0,0.40785449104244587,0.06219971371732411,0.3614757813750757,0.21484872353252457,0.3614757813750757
7876,0.0,0.0,0.0,1.0,0.10877190225400184,0.6198419813939705,0.20561808676174897,0.06576802959027855,0.157758445549575,0.35671195076615125,0.40635161037778467,0.07917799330648902
7877,0.5786588854807979,0.0,0.4213411145192021,0.0,0.11851335132257135,0.4318672354221806,0.0,0.44961941325524807,0.19861657921774148,0.0,0.8013834207822585,0.0
7878,0.0,0.0421023396636676,0.9578976603363323,0.0,0.0,0.8179064484892268,0.0,0.18209355151077314,0.10265098334314127,0.3753399706130145,0.0,0.5220090460438442
7879,0.6846551343967878,0.15411584209240428,0.16122902351080792,0.0,0.6704832320840846,0.19230104304496254,0.13721572487095285,0.0,0.9570677096154904,0.042932290384509623,0.0,0.0
7880,0.6092972731604197,0.39070272683958024,0.0,0.0,0.0,0.0,0.0,1.0,0.3276904471787125,0.0,0.21278018855724046,0.4595293642640471
7881,0.7322169474425764,0.18468034289787388,0.0,0.08310270965954983,0.5062206909007001,0.4937793090993,0.0,0.0,0.0,0.1781200768613057,0.8218799231386943,0.0
7882,0.0,0.7867734648338379,0.2132265351661621,0.0,0.0,1.0,0.0,0.0,0.07477883155489931,0.6051621080665859,0.0,0.32005906037851484
7883,0.46080296791860775,0.41519256733652604,0.0,0.12400446474486618,1.0,0.0,0.0,0.0,0.41775314417878706,0.37310653695152923,0.2091403188696836,0.0
7884,0.25,0.25,0.25,0.25,0.23645443179250605,0.4159341778071883,0.0,0.34761139040030575,0.6774389331551038,0.3225610668448962,0.0,0.0
7885,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.339054148765158,0.660945851234842,0.0
7886,0.5416986867883249,0.31304819691616764,0.14525311629550736,0.0,0.25,0.25,0.25,0.25,0.0,0.48479913414585973,0.48479913414585973,0.030401731708280498
7887,0.7311174401209013,0.26888255987909865,0.0,0.0,0.0,0.0,1.0,0.0,0.20300499487419862,0.0,0.6999992574082813,0.09699574771752002
7888,0.43608436129835154,0.0,0.5639156387016484,0.0,0.0,0.4192696250961188,0.0,0.5807303749038812,0.339938195257359,0.0,0.0,0.660061804742641
7889,0.4272459887158026,0.4050239003236281,0.0,0.1677301109605692,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7890,0.0192253339681932,0.6048628241201588,0.3759118419116481,0.0,0.0,0.07705787116994248,0.841581595284303,0.08136053354575445,0.0,0.0,0.0,1.0
7891,0.0,0.0,0.8212703183009626,0.1787296816990374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7892,1.0,0.0,0.0,0.0,0.0,0.38641646420948944,0.6135835357905105,0.0,0.08670815943237248,0.6610549201357245,0.18098552318710903,0.07125139724479397
7893,0.2810272919861883,0.39628331012628315,0.29143520975353304,0.03125418813399556,0.0,0.6957183273277487,0.0,0.3042816726722513,0.0,1.0,0.0,0.0
7894,0.25,0.25,0.25,0.25,0.40706967017589196,0.10612811142907234,0.29553245352191265,0.19126976487312314,0.25,0.25,0.25,0.25
7895,0.5785014332462232,0.12039352683855754,0.0,0.3011050399152193,0.43036602221174264,0.0,0.12244670368976908,0.44718727409848835,0.4615968981520882,0.0,0.5384031018479117,0.0
7896,0.6643472233918266,0.33565277660817333,0.0,0.0,0.36363762167435787,0.0,0.2269965164038828,0.4093658619217593,0.13810836079507594,0.11215749560941111,0.26367105165814575,0.48606309193736713
7897,0.26877594917575437,0.4596407746957539,0.27158327612849176,0.0,0.0,0.08323547338229131,0.5478632836674218,0.3689012429502869,0.30609324820533335,0.19919182122517604,0.0,0.4947149305694907
7898,0.6897259090569022,0.0,0.0,0.31027409094309777,0.8814031713573938,0.11859682864260623,0.0,0.0,0.6161588213627929,0.3838411786372072,0.0,0.0
7899,0.10847373502233147,0.0948165853936735,0.0,0.7967096795839951,0.3850835461247436,0.00013193435932954843,0.47159973273635064,0.14318478677957605,0.2129596612689235,0.5516593339816587,0.23538100474941798,0.0
7900,0.0,0.6032933145035089,0.39670668549649124,0.0,0.2126344429067557,0.39312199968826517,0.21330890736556252,0.18093465003941664,0.5,0.0,0.5,0.0
7901,0.11902042629202406,0.2956319029484781,0.4546212351725134,0.13072643558698435,0.19848518089208073,0.06633314193590326,0.735181677172016,0.0,0.06613750765364958,0.43902218560009704,0.011252192924798305,0.4835881138214551
7902,0.0,0.2914816630407464,0.7085183369592536,0.0,0.0,0.0,0.0,1.0,0.0,0.20530119040667585,0.714454718250456,0.08024409134286813
7903,0.738293558102905,0.26170644189709497,0.0,0.0,0.25,0.25,0.25,0.25,0.4419051334731483,0.07020658866855431,0.4529669640117705,0.034921313846526775
7904,0.0020453962173201325,0.2755388730039611,0.7224157307787188,0.0,0.6292133419733481,0.0,0.37078665802665195,0.0,0.0,0.4009610471462336,0.4009610471462336,0.19807790570753278
7905,0.0,0.6472823094098576,0.2637329046441912,0.08898478594595123,0.16610976563692362,0.23235032894405067,0.5743908291301791,0.027149076288846583,0.0,1.0,0.0,0.0
7906,0.16890912515070283,0.0,0.5343158079744302,0.2967750668748669,0.3509083869332913,0.22234673076587605,0.14498896019405974,0.2817559221067728,0.07685516759517202,0.0,0.7072526671857805,0.2158921652190475
7907,0.31338074362954726,0.0,0.6866192563704527,0.0,0.0,0.0,1.0,0.0,0.0,0.2699496225529239,0.39238873773112737,0.33766163971594876
7908,0.11110436572864037,0.0,0.0,0.8888956342713596,0.024210782702350143,0.8308642510417221,0.07385842847302813,0.07106653778289965,0.2256922345139232,0.24635243413100316,0.5279553313550737,0.0
7909,0.6431650340529288,0.0,0.0,0.35683496594707126,0.25,0.25,0.25,0.25,0.0,0.11775070057373517,0.5895309745650101,0.29271832486125465
7910,0.390032417744147,0.609967582255853,0.0,0.0,0.4420341622479332,0.0,0.2035263766163748,0.354439461135692,0.0,0.0,1.0,0.0
7911,0.7169691519125617,0.0,0.16486421726883338,0.1181666308186049,0.69929530206548,0.0,0.0,0.3007046979345201,0.0,0.37448526138426186,0.397390391376564,0.22812434723917427
7912,0.3576481760539825,0.1759822540640969,0.4519302271045563,0.014439342777364176,0.3383733202530535,0.0,0.40194592317251027,0.2596807565744362,0.0,0.31474707456226453,0.18920238891854618,0.4960505365191892
7913,0.5734580366467266,0.21010382288081314,0.0,0.2164381404724603,0.370557580773109,0.0,0.6294424192268909,0.0,0.0,0.0,0.15434037875925066,0.8456596212407493
7914,0.0,0.794870695660531,0.20512930433946905,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0
7915,0.25,0.25,0.25,0.25,0.025669876112684016,0.8181312991167213,0.0,0.1561988247705947,0.8786150688358603,6.869187316195196e-06,0.03591792940690575,0.08546013256991782
7916,0.06960301020938703,0.7052608461797033,0.22513614361090964,0.0,0.33250808042951796,0.667491919570482,0.0,0.0,0.0,0.5575606727245043,0.0,0.44243932727549584
7917,0.4942077842194013,0.20949925168451453,0.08033468030381359,0.2159582837922704,0.0,0.0,0.601932030768006,0.39806796923199406,0.35363312022245863,0.5773953271714347,0.06897155260610666,0.0
7918,0.5633389072999696,0.0,0.2307328631110056,0.2059282295890248,0.0,0.8630212791158207,0.0,0.13697872088417923,0.0,0.17690294909700516,0.7993524520083194,0.023744598894675454
7919,0.18054153153870595,0.8040044434330158,0.0,0.015454025028278267,0.5895974791649575,0.2842947805445492,0.12610774029049335,0.0,0.42510987577240944,0.5748901242275907,0.0,0.0
7920,0.0,0.10940878369488267,0.8905912163051174,0.0,0.3122361718816029,0.0,0.6877638281183971,0.0,0.08117208850363125,0.22035164502836543,0.0,0.6984762664680032
7921,0.6828858844733936,0.22254760729015569,0.05336670376812274,0.04119980446832793,0.04174800376091083,0.5442597398887955,0.023378657878398153,0.39061359847189553,0.0,0.0,1.0,0.0
7922,0.035409645714434695,0.44793788332071316,0.30366842851365655,0.21298404245119557,0.08552608827477114,0.0,0.0,0.914473911725229,0.03580102586463861,0.0,0.9641989741353614,0.0
7923,0.35021006342709465,0.6497899365729054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.027706030758233365,0.9722939692417667
7924,0.13185381999155948,0.6145146370794717,0.2536315429289687,0.0,1.0,0.0,0.0,0.0,0.160326683137527,0.1883207593333641,0.6513525575291088,0.0
7925,0.0,0.0,1.0,0.0,0.0,0.0,0.4762058221409571,0.5237941778590428,0.0,0.0,0.8483261008117278,0.1516738991882722
7926,0.0,0.9698737873923216,0.0,0.030126212607678424,0.4308909364288348,0.0,0.5030338508465098,0.06607521272465543,0.0928612930731501,0.4423306770807203,0.0,0.4648080298461295
7927,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0,0.18047275783549105,0.27684571349447956,0.44564037612676405,0.09704115254326523
7928,0.25,0.25,0.25,0.25,0.2777304379765082,0.0,0.7222695620234918,0.0,0.0,0.1379364152251649,0.0,0.8620635847748351
7929,0.38911837456292936,0.045424871352597644,0.565456754084473,0.0,0.13594133988453877,0.0,0.23121430454151323,0.6328443555739481,0.0,0.13733071774631367,0.580758546556731,0.28191073569695546
7930,0.0036455045841576905,0.5567305335411062,0.4396239618747361,0.0,0.8678736315191157,0.0,0.13212636848088427,0.0,0.6264655047402559,0.0,0.3735344952597442,0.0
7931,0.3171780208137339,0.6828219791862661,0.0,0.0,1.0,0.0,0.0,0.0,0.3873568890091002,0.04863108107482784,0.3690761864638595,0.19493584345221246
7932,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4337766827542665,0.0,0.1578354915986895,0.408387825647044
7933,0.10006461152115659,0.0,0.8999353884788434,0.0,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0
7934,0.04959973268366676,0.0,0.2601081421415305,0.6902921251748028,0.0,0.0,0.8250225664880293,0.17497743351197073,0.0,0.00018431739888535466,0.0,0.9998156826011148
7935,0.0,0.9780276537379833,0.02197234626201662,0.0,0.3824801910615725,0.24448907378890175,0.1978499806380914,0.17518075451143428,0.0,0.0,0.7316686369982633,0.26833136300173666
7936,0.6091667886433104,0.3466329735379931,0.0,0.04420023781869659,0.09229728518484763,0.26406208341294135,0.5479058382157064,0.09573479318650466,0.729656622607786,0.07116953599942977,0.19917384139278416,0.0
7937,0.054677178244741304,0.22026376172431014,0.4162566733362868,0.30880238669466176,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
7938,0.30149708596799296,0.16429009981308898,0.29166671183952153,0.24254610237939647,0.0,0.0,0.035339641682028106,0.9646603583179719,0.353651164686059,0.4566078578359717,0.18974097747796936,0.0
7939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3394354091369886,0.6605645908630114
7940,0.0,0.6175785959314621,0.24912756945599113,0.1332938346125467,0.0,0.0,0.8239004092234042,0.17609959077659584,0.0,0.33511472535607295,0.6648852746439271,0.0
7941,0.0692338387133951,0.13131181708005366,0.7994543442065513,0.0,0.25,0.25,0.25,0.25,0.29530841325452445,0.07464889212697307,0.5937974018952369,0.03624529272326568
7942,0.09425795089711357,0.552163503861357,0.3535785452415293,0.0,0.5508778422159749,0.44912215778402503,0.0,0.0,0.25,0.25,0.25,0.25
7943,0.25,0.25,0.25,0.25,0.0,0.8896421121889936,0.0,0.1103578878110064,0.25,0.25,0.25,0.25
7944,0.3980453590220492,0.0038170062000602227,0.2000922757558415,0.3980453590220492,0.7963540617796383,0.0,0.0,0.20364593822036164,0.0,0.27734189879061544,0.48373491686872344,0.2389231843406612
7945,0.25,0.25,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.016202112112067055,0.9837978878879329,0.0
7946,0.3216458156892473,0.43911966974385175,0.0,0.23923451456690095,0.33722354155909007,0.30304271659850884,0.33722354155909007,0.022510200283310997,0.8792633135251366,0.0,0.0,0.12073668647486337
7947,0.8856366755368208,0.11436332446317912,0.0,0.0,0.0,0.8093447898805022,0.0,0.19065521011949785,0.0,1.0,0.0,0.0
7948,0.0,0.5727965472410338,0.2105610280180809,0.21664242474088535,0.43878237824332134,0.5612176217566787,0.0,0.0,0.07316639506645288,0.19961386063745867,0.6504006250729958,0.07681911922309262
7949,0.23222945424891708,0.39930901124824525,0.22722907593521957,0.14123245856761812,1.0,0.0,0.0,0.0,0.300047303930836,0.0,0.4590339862902925,0.24091870977887156
7950,0.0,0.5298845237407137,0.0,0.4701154762592862,0.4046343759149134,0.5131956334931204,0.0,0.0821699905919662,0.03171130736971651,0.0,0.27814521719857904,0.6901434754317044
7951,0.8811144916751626,0.11888550832483731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8919847219128668,0.0,0.10801527808713315
7952,0.14806810564338305,0.3145171319756239,0.537414762380993,0.0,0.341580784562064,0.341580784562064,0.0,0.316838430875872,0.30336401935867763,0.6956312713416833,0.001004709299638868,0.0
7953,0.13773215770810096,0.0,0.0,0.862267842291899,0.13954617340340772,0.43022691329829615,0.43022691329829615,0.0,0.46011989932743425,0.0,0.5398801006725656,0.0
7954,0.5235223790457187,0.04496318276236153,0.0739942672082856,0.35752017098363426,0.2761779079209843,0.30754011780275003,0.4162819742762657,0.0,0.18224372590822138,0.11985205579833294,0.29680221355814296,0.4011020047353028
7955,0.14077904579580716,0.222357239356775,0.362990028024904,0.2738736868225139,0.3802226165194787,0.11965343440566453,0.41442852995434604,0.08569541912051071,0.0,0.0,0.0,1.0
7956,0.0,0.6044359917367411,0.0,0.3955640082632588,0.0,0.0,0.0,1.0,0.0,0.0,0.2480459647066273,0.7519540352933727
7957,1.0,0.0,0.0,0.0,0.3520373238517535,0.04289236346978409,0.19643880398102737,0.40863150869743514,0.0,0.0,0.4321028287334899,0.5678971712665101
7958,0.2507823371432278,0.5664939085316113,0.0,0.1827237543251609,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
7959,0.4350710743438156,0.0,0.4350710743438156,0.12985785131236893,0.33682208956055265,0.11301040947050964,0.47314874469306817,0.0770187562758696,0.0,0.0,0.0,1.0
7960,0.8059538528508179,0.0,0.0,0.19404614714918214,0.7560287877227124,0.0,0.24397121227728763,0.0,0.1933546879220132,0.5637679432698737,0.0,0.2428773688081132
7961,0.8749005313059859,0.0,0.125099468694014,0.0,0.5934106544720552,0.0,0.19511764329912373,0.21147170222882106,0.45612796552351476,0.0,0.0,0.5438720344764852
7962,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.21784515236903337,0.681502079594092,0.00813608767080116,0.09251668036607341
7963,0.6767542749559081,0.0,0.00748385459886498,0.3157618704452269,0.7906239508858679,0.013628035491304188,0.0,0.19574801362282804,0.7609480638007141,0.0,0.23905193619928594,0.0
7964,1.0,0.0,0.0,0.0,0.3625398449360975,0.6374601550639025,0.0,0.0,0.0,0.028869043432859846,0.7177065484645719,0.25342440810256817
7965,0.5564948121840553,0.35437687144955166,0.0,0.08912831636639296,0.0,0.2593089581154531,0.7406910418845469,0.0,0.0,1.0,0.0,0.0
7966,0.08782868305461486,0.9121713169453852,0.0,0.0,0.25,0.25,0.25,0.25,0.5467125704555137,0.0,0.30118706838885156,0.15210036115563472
7967,0.21743806409829278,0.13042380078376142,0.35077746158908374,0.30136067352886203,0.0,0.127151846724161,0.3540767371528683,0.5187714161229707,0.034361650272083794,0.14274113592933355,0.0,0.8228972137985827
7968,0.0,0.2901691110262459,0.30011664253124776,0.40971424644250637,0.0,0.1882675677053577,0.4900409090682094,0.3216915232264329,0.3348408321866557,0.07613854668280426,0.2541797889438842,0.3348408321866557
7969,0.37864310035482207,0.1955840286033346,0.2967256857220615,0.12904718531978188,0.25,0.25,0.25,0.25,0.2597701619806112,0.0,0.0,0.7402298380193887
7970,0.34134533975353687,0.6586546602464631,0.0,0.0,0.39084854377853445,0.21830291244293107,0.39084854377853445,0.0,0.37284553198754633,0.37284553198754633,0.08233288036156679,0.1719760556633405
7971,0.2942755848126006,0.07266335382051571,0.11770139771607871,0.5153596636508051,0.3543366047686602,0.1614483758476518,0.48421501938368794,0.0,0.0,0.0,1.0,0.0
7972,0.015252446826239632,0.2144584157878868,0.7702891373858736,0.0,0.0,0.45215536914142607,0.0,0.5478446308585739,0.01852433096945076,0.534235045858845,0.4472406231717042,0.0
7973,0.6659272045710587,0.0,0.33407279542894125,0.0,0.4481404257112683,0.2845491687306892,0.12001461964918686,0.14729578590885578,0.6866039394595272,0.0,0.14359315150167618,0.1698029090387966
7974,0.388022886819994,0.0,0.17890796864035158,0.4330691445396545,0.2739951434028115,0.0,0.7260048565971885,0.0,0.0,0.0,0.0,1.0
7975,0.5184421436521605,0.0,0.4815578563478395,0.0,0.0,1.0,0.0,0.0,0.15380874124542043,0.0,0.6255479825544871,0.22064327620009264
7976,0.5283477943447816,0.0,0.47165220565521837,0.0,0.0,0.501891046159688,0.07226782235160281,0.42584113148870917,0.3636496242298833,0.37588541015319293,0.0,0.26046496561692384
7977,0.13885208651469322,0.34627410452984936,0.34627410452984936,0.16859970442560795,0.13238683538442808,0.2820436769848645,0.3052446163471554,0.2803248712835521,0.36207817533241177,0.0,0.0,0.6379218246675883
7978,0.0,0.5308104980064756,0.1993113816316976,0.26987812036182673,0.008384337183818424,0.20759748770609443,0.42135810140057794,0.3626600737095091,0.0,0.0,0.5490471837491248,0.45095281625087524
7979,0.6893947046197995,0.0,0.3106052953802005,0.0,0.4362071649590768,0.08942577059262467,0.4743670644482985,0.0,0.354543049892142,0.0,0.0,0.645456950107858
7980,0.7891197498713755,0.0,0.2108802501286246,0.0,0.4035452428576297,0.3765491176245121,0.21990563951785813,0.0,0.2739062670326752,0.33291484785749104,0.3931788851098338,0.0
7981,0.25519578512146235,0.30901521995841363,0.04205036393720202,0.393738630982922,0.3113326613593423,0.0,0.4370630010757088,0.25160433756494893,0.0,0.7893703485567677,0.21062965144323226,0.0
7982,1.0,0.0,0.0,0.0,0.6735902824283865,0.32640971757161347,0.0,0.0,0.32652030412689337,0.6734796958731065,0.0,0.0
7983,0.5230932629966064,0.0,0.02709408918853897,0.4498126478148546,0.15273534355383828,0.4236323282230809,0.0,0.4236323282230809,0.6877038899537198,0.0,0.3122961100462801,0.0
7984,0.16525469748579194,0.46012213923297607,0.37462316328123196,0.0,0.0961613374281887,0.4053117794618775,0.49852688310993365,0.0,0.44055319419682726,0.0,0.5594468058031729,0.0
7985,0.31159238936892003,0.6884076106310799,0.0,0.0,0.0,0.8363570410454947,0.16364295895450534,0.0,0.25,0.25,0.25,0.25
7986,0.6485209544481977,0.10477141519596654,0.16847543919707925,0.07823219115875651,0.3342152805518437,0.4113864584203907,0.0,0.2543982610277656,0.07674922278326557,0.07622827342050743,0.847022503796227,0.0
7987,0.0,0.3545029645178652,0.0,0.6454970354821348,0.13947867331279634,0.3407040667386819,0.0,0.5198172599485217,0.0,0.0,0.6223935848510369,0.37760641514896304
7988,0.30115606543387036,0.6988439345661296,0.0,0.0,0.0,0.5940848111301662,0.021583173807251246,0.3843320150625826,0.12827404536005982,0.0,0.8717259546399401,0.0
7989,0.39963067493750326,0.49488186067928264,0.10548746438321402,0.0,0.0,0.0,0.34639496236478606,0.6536050376352138,0.0,0.3675740379156003,0.6324259620843998,0.0
7990,0.28839858011218206,0.2480383701663587,0.07617896737424142,0.3873840823472179,0.0681063315947534,0.0,0.7158690775115182,0.2160245908937284,0.0,0.0,1.0,0.0
7991,0.11897337048492956,0.23306931523240199,0.6479573142826685,0.0,0.12040338384687914,0.0,0.2804587660715046,0.5991378500816162,0.0,0.0,1.0,0.0
7992,0.08421287465446146,0.5583602265432316,0.0,0.3574268988023069,0.0,0.0,0.34069745290414455,0.6593025470958555,0.19550699757052198,0.0,0.804493002429478,0.0
7993,0.10163693551473105,0.8983630644852689,0.0,0.0,0.3545955401240206,0.43378580341297335,0.21161865646300604,0.0,0.0,0.9001179805300678,0.0,0.09988201946993219
7994,0.25,0.25,0.25,0.25,0.3245964200952097,0.18108324306132073,0.48320865792424866,0.011111678919220803,0.0,0.3971574979550409,0.3882320769516198,0.2146104250933392
7995,1.0,0.0,0.0,0.0,0.7389672080970016,0.0,0.0033019822386301397,0.2577308096643683,0.5241307842287606,0.002042001347260385,0.47382721442397896,0.0
7996,0.0,0.0,0.6644063100151779,0.33559368998482214,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0
7997,0.25,0.25,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.7432995841110401,0.25670041588896
7998,0.25,0.25,0.25,0.25,0.06343094108494955,0.605185475189238,0.21733978969990353,0.11404379402590906,0.3097494838606016,0.6902505161393985,0.0,0.0
7999,0.6469740790024244,0.0,0.3530259209975756,0.0,0.0,0.0,1.0,0.0,0.0,0.21371031143269092,0.7862896885673091,0.0
8000,0.3163636469950725,0.6836363530049274,0.0,0.0,0.9630110279728495,0.03698897202715039,0.0,0.0,0.8827521281249717,0.0,0.0,0.11724787187502825
8001,0.0,0.0,0.46486214734435255,0.5351378526556475,0.3331518761497232,0.0,0.05357190933044015,0.6132762145198367,0.0,0.0,0.47339263606188214,0.5266073639381179
8002,0.1323841005766491,0.8676158994233509,0.0,0.0,0.33034188139763304,0.0,0.6696581186023669,0.0,0.09748625687724968,0.45538181171575887,0.4471319314069915,0.0
8003,0.5,0.0,0.5,0.0,0.11912908044019291,0.4451937823401663,0.0,0.4356771372196408,0.0,1.0,0.0,0.0
8004,0.48344901904453624,0.04562149284825548,0.20513528846347034,0.2657941996437378,0.0,1.0,0.0,0.0,0.8198022390800782,0.0,0.0,0.18019776091992185
8005,0.0,0.004297772129351682,0.0,0.9957022278706483,0.0,0.3470814738860246,0.0,0.6529185261139754,0.0,0.20778480560279797,0.17115708713850125,0.6210581072587008
